77|76
22|91
22|76
42|25
42|76
42|84
34|25
34|37
34|21
34|82
21|11
21|79
21|77
21|19
21|58
82|98
82|19
82|89
82|85
82|21
82|41
76|81
76|16
76|29
76|25
76|57
76|66
76|45
29|54
29|61
29|78
29|82
29|75
29|98
29|89
29|46
63|42
63|11
63|83
63|57
63|79
63|91
63|22
63|69
63|53
75|49
75|79
75|28
75|77
75|11
75|63
75|22
75|74
75|83
75|71
35|53
35|17
35|12
35|42
35|15
35|41
35|63
35|34
35|31
35|79
35|83
85|99
85|63
85|41
85|28
85|19
85|77
85|35
85|71
85|65
85|11
85|79
85|56
37|82
37|71
37|41
37|99
37|75
37|85
37|16
37|79
37|46
37|98
37|28
37|77
37|19
99|79
99|17
99|12
99|28
99|42
99|11
99|56
99|15
99|83
99|77
99|35
99|23
99|53
99|63
65|75
65|15
65|31
65|77
65|22
65|71
65|58
65|56
65|17
65|63
65|28
65|74
65|79
65|83
65|41
16|78
16|98
16|42
16|49
16|28
16|79
16|77
16|85
16|35
16|56
16|41
16|75
16|22
16|46
16|58
16|12
66|82
66|19
66|63
66|85
66|41
66|75
66|71
66|77
66|17
66|28
66|54
66|46
66|78
66|98
66|89
66|21
66|65
45|65
45|41
45|78
45|63
45|56
45|71
45|99
45|75
45|35
45|21
45|85
45|17
45|46
45|79
45|98
45|66
45|89
45|54
17|81
17|23
17|53
17|15
17|74
17|61
17|11
17|76
17|29
17|94
17|25
17|84
17|31
17|83
17|34
17|91
17|69
17|37
17|86
54|65
54|16
54|78
54|77
54|11
54|56
54|46
54|35
54|63
54|99
54|19
54|71
54|41
54|42
54|17
54|21
54|28
54|79
54|75
54|98
91|78
91|16
91|81
91|89
91|99
91|46
91|45
91|61
91|84
91|25
91|21
91|85
91|35
91|65
91|69
91|66
91|37
91|57
91|29
91|54
91|76
11|76
11|57
11|34
11|69
11|81
11|37
11|25
11|94
11|61
11|15
11|53
11|74
11|23
11|29
11|31
11|42
11|83
11|84
11|45
11|91
11|22
11|86
31|45
31|57
31|37
31|78
31|54
31|34
31|66
31|16
31|85
31|69
31|21
31|25
31|94
31|46
31|61
31|99
31|86
31|29
31|82
31|76
31|84
31|91
31|81
46|23
46|11
46|42
46|41
46|77
46|75
46|15
46|78
46|17
46|28
46|79
46|35
46|65
46|19
46|56
46|98
46|22
46|63
46|89
46|58
46|12
46|49
46|99
46|71
71|23
71|11
71|91
71|29
71|31
71|17
71|12
71|74
71|57
71|86
71|81
71|83
71|28
71|69
71|58
71|25
71|15
71|42
71|34
71|22
71|76
71|53
71|49
71|94
86|25
86|78
86|69
86|85
86|75
86|82
86|65
86|54
86|77
86|16
86|89
86|84
86|57
86|46
86|99
86|37
86|45
86|81
86|19
86|98
86|35
86|66
86|21
86|61
94|85
94|57
94|76
94|99
94|25
94|81
94|61
94|21
94|37
94|66
94|82
94|54
94|69
94|34
94|86
94|84
94|45
94|29
94|78
94|89
94|98
94|16
94|91
94|46
23|86
23|53
23|34
23|16
23|82
23|61
23|91
23|29
23|66
23|37
23|84
23|74
23|85
23|45
23|94
23|76
23|81
23|21
23|57
23|25
23|54
23|83
23|31
23|69
58|45
58|22
58|91
58|31
58|86
58|25
58|81
58|84
58|76
58|15
58|34
58|94
58|66
58|83
58|74
58|69
58|54
58|37
58|23
58|61
58|57
58|29
58|53
58|82
81|35
81|16
81|65
81|19
81|82
81|41
81|61
81|99
81|21
81|45
81|89
81|75
81|66
81|78
81|37
81|56
81|84
81|77
81|98
81|85
81|54
81|46
81|63
81|25
56|42
56|94
56|22
56|34
56|17
56|86
56|15
56|76
56|29
56|23
56|83
56|91
56|71
56|31
56|28
56|63
56|53
56|11
56|69
56|74
56|12
56|49
56|79
56|58
84|66
84|19
84|65
84|41
84|21
84|56
84|98
84|71
84|79
84|35
84|12
84|28
84|89
84|82
84|99
84|16
84|46
84|85
84|75
84|45
84|78
84|77
84|63
84|54
69|81
69|75
69|65
69|78
69|19
69|16
69|46
69|54
69|84
69|82
69|45
69|66
69|21
69|25
69|89
69|35
69|77
69|37
69|85
69|41
69|98
69|57
69|99
69|61
41|86
41|12
41|28
41|74
41|56
41|29
41|63
41|31
41|23
41|91
41|22
41|17
41|83
41|11
41|42
41|94
41|53
41|58
41|76
41|71
41|49
41|79
41|34
41|15
53|83
53|21
53|54
53|34
53|69
53|16
53|61
53|81
53|76
53|57
53|37
53|66
53|46
53|45
53|84
53|74
53|85
53|91
53|31
53|94
53|82
53|86
53|25
53|29
83|74
83|81
83|25
83|76
83|91
83|37
83|86
83|66
83|85
83|34
83|31
83|61
83|46
83|16
83|69
83|21
83|94
83|54
83|45
83|57
83|29
83|84
83|82
83|98
61|21
61|82
61|99
61|65
61|46
61|85
61|79
61|19
61|84
61|71
61|89
61|56
61|16
61|63
61|54
61|35
61|98
61|37
61|41
61|78
61|66
61|45
61|77
61|75
12|11
12|53
12|23
12|81
12|91
12|94
12|69
12|86
12|15
12|34
12|74
12|22
12|17
12|76
12|25
12|31
12|58
12|29
12|42
12|49
12|83
12|61
12|37
12|57
15|16
15|84
15|53
15|29
15|83
15|25
15|76
15|82
15|21
15|61
15|66
15|45
15|37
15|31
15|54
15|74
15|23
15|91
15|86
15|69
15|81
15|57
15|34
15|94
78|79
78|53
78|56
78|71
78|23
78|83
78|89
78|74
78|15
78|41
78|28
78|63
78|77
78|17
78|58
78|49
78|19
78|12
78|11
78|42
78|75
78|35
78|22
78|65
89|83
89|31
89|53
89|42
89|75
89|15
89|63
89|74
89|71
89|41
89|17
89|58
89|79
89|23
89|49
89|12
89|19
89|28
89|65
89|56
89|11
89|22
89|77
89|35
98|71
98|19
98|79
98|12
98|65
98|41
98|23
98|89
98|53
98|75
98|77
98|28
98|56
98|17
98|49
98|35
98|99
98|11
98|22
98|15
98|58
98|63
98|42
98|78
57|25
57|37
57|89
57|56
57|66
57|81
57|77
57|35
57|41
57|21
57|46
57|84
57|75
57|98
57|78
57|99
57|54
57|16
57|61
57|85
57|19
57|82
57|45
57|65
49|61
49|34
49|37
49|53
49|84
49|42
49|22
49|45
49|76
49|25
49|91
49|29
49|83
49|94
49|58
49|23
49|74
49|81
49|86
49|15
49|11
49|57
49|69
49|31
28|53
28|42
28|58
28|49
28|17
28|91
28|74
28|15
28|31
28|23
28|25
28|57
28|94
28|29
28|34
28|22
28|12
28|86
28|61
28|11
28|83
28|76
28|81
28|69
79|29
79|91
79|17
79|34
79|28
79|69
79|83
79|86
79|58
79|71
79|31
79|22
79|42
79|11
79|15
79|81
79|94
79|23
79|76
79|57
79|49
79|12
79|53
79|74
19|77
19|76
19|15
19|31
19|42
19|83
19|91
19|49
19|74
19|94
19|41
19|17
19|12
19|56
19|11
19|71
19|23
19|79
19|53
19|22
19|58
19|34
19|28
19|63
74|46
74|84
74|21
74|16
74|99
74|34
74|94
74|31
74|45
74|66
74|25
74|86
74|81
74|57
74|29
74|54
74|61
74|82
74|69
74|37
74|91
74|98
74|76
74|85
25|89
25|99
25|41
25|61
25|37
25|35
25|45
25|77
25|82
25|54
25|84
25|85
25|46
25|21
25|63
25|66
25|98
25|79
25|19
25|65
25|75
25|78
25|16
25|56
77|74
77|11
77|79
77|42
77|28
77|17
77|12
77|94
77|34
77|83
77|29
77|58
77|41
77|91
77|15
77|22
77|23
77|49
77|56
77|63
77|31
77|53
77|71
22|15
22|86
22|23
22|84
22|25
22|31
22|29
22|81
22|66
22|21
22|83
22|54
22|57
22|53
22|37
22|74
22|61
22|82
22|69
22|45
22|34
22|94
42|37
42|53
42|15
42|57
42|31
42|94
42|29
42|86
42|83
42|22
42|74
42|23
42|61
42|69
42|58
42|81
42|91
42|66
42|34
42|45
42|82
34|86
34|61
34|99
34|46
34|84
34|66
34|91
34|45
34|89
34|76
34|81
34|98
34|69
34|57
34|16
34|54
34|29
34|85
34|78
34|65
21|89
21|71
21|17
21|78
21|65
21|12
21|56
21|46
21|75
21|28
21|98
21|85
21|99
21|35
21|42
21|49
21|63
21|16
21|41
82|56
82|11
82|71
82|99
82|49
82|77
82|35
82|63
82|17
82|79
82|78
82|54
82|16
82|12
82|28
82|65
82|75
82|46
76|85
76|35
76|82
76|46
76|54
76|89
76|78
76|37
76|61
76|99
76|86
76|84
76|98
76|65
76|21
76|69
76|75
29|37
29|35
29|99
29|57
29|25
29|84
29|66
29|69
29|81
29|85
29|65
29|45
29|86
29|19
29|16
29|21
63|86
63|74
63|12
63|71
63|15
63|49
63|58
63|28
63|17
63|23
63|94
63|34
63|29
63|76
63|31
75|12
75|56
75|94
75|53
75|34
75|91
75|58
75|42
75|17
75|31
75|15
75|19
75|23
75|41
35|23
35|75
35|94
35|28
35|74
35|56
35|71
35|19
35|49
35|11
35|77
35|22
35|58
85|58
85|42
85|89
85|49
85|78
85|15
85|75
85|98
85|17
85|46
85|22
85|12
37|66
37|21
37|89
37|35
37|78
37|63
37|56
37|65
37|45
37|84
37|54
99|22
99|75
99|71
99|49
99|41
99|78
99|19
99|65
99|89
99|58
65|19
65|94
65|11
65|23
65|35
65|12
65|49
65|42
65|53
16|71
16|65
16|19
16|89
16|17
16|63
16|11
16|99
66|56
66|79
66|35
66|12
66|99
66|49
66|16
45|77
45|12
45|16
45|82
45|19
45|28
17|58
17|22
17|42
17|49
17|57
54|85
54|89
54|12
54|49
91|98
91|82
91|86
11|58
11|66
31|98
